id,título,año,género,director,duración,calificación,país
395,Schindler's List,1997,Acción,Ridley Scott,128,5.5,Japan
396,The Lion King,1959,Romance,Peter Jackson,136,4.2,Spain
397,Avengers: Endgame,1985,Romance,Wachowski Sisters,94,6.2,USA
398,Parasite,1990,Acción,Damien Chazelle,129,3.3,Australia
399,Star Wars,2005,Acción,Christopher Nolan,148,8.9,South Korea
400,La La Land,2001,Thriller,George Lucas,102,2.0,South Korea
401,Parasite,1951,Romance,James Cameron,116,4.6,Spain
402,Spirited Away,2007,Thriller,Peter Jackson,122,7.8,South Korea
403,The Matrix,1966,Drama,Christopher Nolan,120,1.1,Canada
404,Pulp Fiction,1957,Crimen,George Lucas,142,1.6,Spain
405,Forrest Gump,1999,Drama,Francis Ford Coppola,154,2.2,UK
406,The Lion King,1956,Drama,Francis Ford Coppola,94,4.9,Australia
407,Gladiator,2003,Drama,Ridley Scott,127,2.9,Italy
408,Fight Club,1965,Ciencia Ficción,George Lucas,123,4.0,Germany
409,The Lord of the Rings,1979,Drama,Christopher Nolan,177,7.6,Canada
410,Inception,2019,Crimen,Hayao Miyazaki,125,7.1,Australia
411,The Dark Knight,1987,Musical,George Lucas,159,3.4,South Korea
412,The Shawshank Redemption,1992,Crimen,James Cameron,165,5.7,Australia
413,The Lion King,1978,Thriller,Ridley Scott,83,9.0,Spain
414,Schindler's List,1991,Historia,Wachowski Sisters,144,9.1,Japan
415,The Godfather,1952,Romance,George Lucas,82,5.1,South Korea
416,The Lord of the Rings,1997,Drama,Martin Scorsese,161,2.1,Spain
417,Jurassic Park,2021,Crimen,Wachowski Sisters,177,4.2,Germany
418,Interstellar,1979,Comedia,Ridley Scott,95,6.3,Australia
419,The Matrix,1974,Comedia,Wachowski Sisters,160,2.9,Italy
420,The Dark Knight,2013,Thriller,Wachowski Sisters,113,3.0,South Korea
421,Schindler's List,1996,Ciencia Ficción,Quentin Tarantino,116,7.6,Australia
422,The Godfather,1968,Acción,Martin Scorsese,80,4.1,Australia
423,Fight Club,1990,Crimen,Wachowski Sisters,133,2.4,France
424,Pulp Fiction,1983,Animación,Steven Spielberg,110,2.2,USA
425,Schindler's List,2020,Drama,Francis Ford Coppola,125,9.1,Germany
426,The Godfather,1979,Animación,Bong Joon-ho,177,4.3,Canada
427,Forrest Gump,1950,Thriller,Francis Ford Coppola,130,8.5,South Korea
428,La La Land,2022,Acción,Steven Spielberg,152,5.7,South Korea
429,Interstellar,1957,Crimen,Bong Joon-ho,82,3.9,South Korea
430,The Lord of the Rings,2010,Ciencia Ficción,Christopher Nolan,141,8.1,France
431,The Lion King,2007,Romance,Quentin Tarantino,82,4.3,South Korea
432,Parasite,1993,Animación,Christopher Nolan,128,9.7,Spain
433,Interstellar,2010,Acción,Francis Ford Coppola,172,2.6,France
434,The Matrix,1982,Animación,Francis Ford Coppola,158,6.9,France
435,The Lion King,2011,Thriller,Martin Scorsese,136,3.4,Germany
436,The Dark Knight,1994,Musical,Francis Ford Coppola,138,1.3,USA
437,Inception,1988,Ciencia Ficción,Christopher Nolan,102,3.5,Spain
438,Forrest Gump,1989,Ciencia Ficción,George Lucas,179,4.5,France
439,Pulp Fiction,2023,Animación,Martin Scorsese,113,1.6,Spain
440,The Lord of the Rings,1959,Ciencia Ficción,George Lucas,137,1.5,Japan
441,The Lord of the Rings,2006,Ciencia Ficción,Damien Chazelle,162,6.1,Canada
442,Jurassic Park,1985,Historia,Ridley Scott,90,5.3,South Korea
443,Avengers: Endgame,1978,Animación,Wachowski Sisters,115,1.9,Italy
444,Forrest Gump,1959,Comedia,Francis Ford Coppola,118,9.2,UK
445,Interstellar,1966,Musical,Wachowski Sisters,138,9.2,South Korea
446,Interstellar,1992,Romance,Steven Spielberg,142,5.9,France
447,The Lord of the Rings,2019,Crimen,George Lucas,91,5.7,Spain
448,Fight Club,2002,Animación,Christopher Nolan,162,7.7,UK
449,Forrest Gump,2017,Crimen,Quentin Tarantino,133,3.2,Italy
450,Schindler's List,2014,Thriller,Peter Jackson,120,2.5,France
451,The Lion King,1988,Ciencia Ficción,David Fincher,165,4.2,UK
452,Titanic,2014,Crimen,Steven Spielberg,83,5.4,France
453,Pulp Fiction,2020,Thriller,Peter Jackson,96,1.8,Canada
454,Star Wars,1996,Comedia,Peter Jackson,101,6.6,South Korea
455,Forrest Gump,1982,Crimen,Francis Ford Coppola,136,9.7,Canada
456,La La Land,1982,Acción,Peter Jackson,105,9.1,USA
457,Pulp Fiction,1971,Acción,Ridley Scott,156,3.1,Canada
458,The Matrix,2023,Crimen,Peter Jackson,117,9.1,UK
459,Titanic,1956,Animación,Christopher Nolan,139,5.0,USA
460,La La Land,1956,Drama,Wachowski Sisters,86,1.4,USA
461,The Shawshank Redemption,2013,Musical,Martin Scorsese,163,7.6,Germany
462,The Shawshank Redemption,1969,Ciencia Ficción,Francis Ford Coppola,96,8.4,USA
463,Pulp Fiction,1980,Acción,Hayao Miyazaki,103,8.7,France
464,The Dark Knight,1983,Ciencia Ficción,Francis Ford Coppola,109,3.6,Japan
465,Inception,1960,Crimen,Christopher Nolan,143,1.9,Australia
466,Jurassic Park,1977,Acción,Steven Spielberg,144,5.5,UK
467,Avengers: Endgame,1997,Romance,Steven Spielberg,98,4.4,USA
468,Interstellar,1984,Romance,Christopher Nolan,106,2.5,Italy
469,La La Land,2020,Crimen,Hayao Miyazaki,132,3.2,Italy
470,Inception,2007,Musical,James Cameron,113,8.0,USA
471,The Lion King,1972,Drama,Damien Chazelle,129,4.7,Canada
472,Inception,2005,Acción,Martin Scorsese,84,6.6,France
473,Inception,1990,Romance,James Cameron,111,6.5,UK
474,The Lord of the Rings,1971,Animación,Quentin Tarantino,144,4.9,Spain
475,The Matrix,1991,Thriller,Wachowski Sisters,107,9.8,Italy
476,Interstellar,1999,Musical,Bong Joon-ho,123,3.9,Australia
477,Schindler's List,1988,Acción,Quentin Tarantino,89,9.9,Spain
478,The Lion King,1970,Ciencia Ficción,Bong Joon-ho,175,1.2,France
479,Jurassic Park,1982,Comedia,Bong Joon-ho,119,8.6,Italy
480,Schindler's List,2016,Animación,James Cameron,82,1.5,France
481,The Dark Knight,1972,Drama,Martin Scorsese,102,5.3,Italy
482,Inception,2003,Animación,Hayao Miyazaki,97,5.5,South Korea
483,Fight Club,1993,Animación,George Lucas,159,6.9,Germany
484,Spirited Away,1970,Ciencia Ficción,Francis Ford Coppola,154,3.8,South Korea
485,Spirited Away,1995,Historia,Ridley Scott,99,8.8,Canada
486,Avengers: Endgame,2013,Animación,Peter Jackson,91,6.0,France
487,Jurassic Park,1979,Ciencia Ficción,Christopher Nolan,173,3.8,Italy
488,Spirited Away,1981,Drama,Peter Jackson,105,4.5,USA
489,The Shawshank Redemption,1966,Animación,Martin Scorsese,93,3.8,Canada
490,Parasite,1999,Drama,Martin Scorsese,86,9.2,UK
491,Schindler's List,1994,Thriller,Hayao Miyazaki,162,4.1,UK
492,Titanic,2016,Animación,George Lucas,162,5.6,Germany
493,Forrest Gump,2007,Comedia,Damien Chazelle,109,5.0,South Korea
494,La La Land,1960,Drama,Ridley Scott,111,2.5,Spain
495,La La Land,1997,Comedia,Francis Ford Coppola,157,6.1,USA
496,Schindler's List,1999,Musical,James Cameron,122,6.9,Spain
497,Parasite,1977,Comedia,Ridley Scott,178,2.7,Italy
498,La La Land,2011,Acción,Peter Jackson,176,8.5,Spain
499,Spirited Away,2022,Ciencia Ficción,James Cameron,81,4.3,Australia
500,Schindler's List,1959,Ciencia Ficción,George Lucas,135,4.0,Germany
501,The Godfather,1970,Historia,Martin Scorsese,95,5.8,UK
502,Gladiator,1988,Historia,James Cameron,135,2.5,USA
503,The Lord of the Rings,1953,Ciencia Ficción,Wachowski Sisters,106,3.7,Italy
504,The Lion King,1972,Romance,George Lucas,167,7.4,USA
505,The Shawshank Redemption,2017,Animación,Martin Scorsese,96,2.1,Canada
506,La La Land,1957,Romance,James Cameron,179,7.3,Australia
507,The Lion King,1962,Acción,Bong Joon-ho,143,5.3,UK
508,Spirited Away,1964,Romance,Christopher Nolan,127,8.8,Italy
509,Gladiator,1975,Acción,Ridley Scott,162,7.2,UK
510,Jurassic Park,1967,Romance,George Lucas,127,7.1,Australia
511,Fight Club,2023,Acción,Ridley Scott,177,9.3,UK
512,The Lord of the Rings,1973,Acción,Peter Jackson,111,5.5,Japan
513,Spirited Away,1993,Ciencia Ficción,David Fincher,84,3.4,Canada
514,The Matrix,1999,Thriller,Quentin Tarantino,154,3.1,Germany
515,Parasite,1996,Historia,Ridley Scott,82,2.8,Australia
516,Pulp Fiction,2011,Comedia,James Cameron,140,9.8,Italy
517,The Lion King,1985,Thriller,Christopher Nolan,158,9.7,Spain
518,Jurassic Park,1996,Ciencia Ficción,Wachowski Sisters,177,7.9,Spain
519,The Lord of the Rings,2004,Crimen,Martin Scorsese,146,8.9,France
520,The Shawshank Redemption,1962,Animación,Hayao Miyazaki,173,7.8,UK
521,Inception,1981,Thriller,Hayao Miyazaki,80,6.7,USA
522,Jurassic Park,1984,Thriller,Quentin Tarantino,129,6.1,USA
523,Forrest Gump,1965,Ciencia Ficción,Steven Spielberg,127,2.5,Germany
524,The Lion King,1998,Romance,Christopher Nolan,120,2.2,Japan
525,The Shawshank Redemption,2010,Drama,Bong Joon-ho,165,4.5,Japan
526,La La Land,1964,Animación,Hayao Miyazaki,80,1.8,UK
527,Inception,2006,Historia,Wachowski Sisters,141,4.8,France
528,Forrest Gump,1984,Ciencia Ficción,Ridley Scott,164,6.5,France
529,Gladiator,1999,Comedia,James Cameron,136,2.0,Germany
530,Forrest Gump,1971,Musical,Quentin Tarantino,112,2.3,Spain
531,Parasite,2019,Acción,Hayao Miyazaki,95,9.9,France
532,Forrest Gump,2013,Drama,George Lucas,81,5.8,Spain
533,Inception,1966,Crimen,Hayao Miyazaki,175,8.8,Spain
534,The Dark Knight,1964,Ciencia Ficción,James Cameron,178,6.0,Japan
535,Spirited Away,1962,Comedia,Wachowski Sisters,107,6.3,USA
536,Jurassic Park,1954,Acción,Bong Joon-ho,170,6.5,Canada
537,Schindler's List,2022,Animación,Francis Ford Coppola,147,6.2,France
538,The Dark Knight,1953,Thriller,Francis Ford Coppola,92,9.5,Italy
539,Gladiator,1975,Ciencia Ficción,Francis Ford Coppola,132,10.0,South Korea
540,Jurassic Park,2017,Historia,Steven Spielberg,83,4.8,Canada
541,Spirited Away,1997,Acción,Francis Ford Coppola,113,6.4,Canada
542,Interstellar,1998,Acción,Wachowski Sisters,143,9.0,France
543,Star Wars,1952,Acción,James Cameron,98,3.6,USA
544,Inception,1970,Drama,Quentin Tarantino,122,8.7,France
545,Jurassic Park,2009,Comedia,James Cameron,86,8.0,USA
546,Fight Club,2007,Thriller,Martin Scorsese,131,9.9,France
547,Parasite,1988,Romance,Christopher Nolan,117,4.4,Canada
548,Fight Club,1976,Historia,Bong Joon-ho,165,4.6,Australia
549,The Lion King,1990,Musical,James Cameron,98,3.0,Japan
550,Titanic,1997,Thriller,Francis Ford Coppola,136,3.8,Spain
551,The Godfather,2005,Animación,Martin Scorsese,172,4.4,Germany
552,Star Wars,1986,Ciencia Ficción,Steven Spielberg,131,7.1,Canada
553,Forrest Gump,1981,Acción,Martin Scorsese,111,3.7,Spain
554,Schindler's List,1953,Acción,Damien Chazelle,140,8.6,Japan
555,Forrest Gump,1990,Drama,David Fincher,115,5.8,USA
556,Titanic,1979,Animación,James Cameron,111,1.2,Australia
557,Schindler's List,1964,Romance,Quentin Tarantino,173,3.4,Italy
558,The Matrix,1982,Romance,Martin Scorsese,98,6.5,Germany
559,Gladiator,1974,Acción,Damien Chazelle,139,8.5,USA
560,Avengers: Endgame,2014,Musical,Ridley Scott,165,6.2,USA
561,Spirited Away,1988,Crimen,Bong Joon-ho,93,5.2,France
562,The Matrix,2001,Crimen,Hayao Miyazaki,100,4.9,Australia
563,Titanic,1976,Animación,Bong Joon-ho,127,1.9,Germany
564,Interstellar,2002,Romance,Steven Spielberg,144,2.4,Canada
565,Spirited Away,1999,Animación,Peter Jackson,97,2.6,UK
566,Gladiator,1950,Thriller,Quentin Tarantino,166,8.4,USA
567,The Shawshank Redemption,1965,Ciencia Ficción,Quentin Tarantino,91,7.6,Germany
568,Interstellar,1957,Comedia,Francis Ford Coppola,129,2.3,Spain
569,The Shawshank Redemption,1964,Drama,Ridley Scott,136,5.6,Germany
570,Pulp Fiction,2000,Ciencia Ficción,Quentin Tarantino,112,2.0,South Korea
571,Star Wars,1963,Thriller,Wachowski Sisters,88,8.9,USA
572,The Godfather,2008,Ciencia Ficción,Peter Jackson,177,8.3,Spain
573,The Godfather,2010,Animación,Francis Ford Coppola,171,8.6,Germany
574,Titanic,1961,Comedia,Peter Jackson,163,8.5,Germany
575,Titanic,2014,Acción,David Fincher,85,8.0,USA
576,Titanic,1978,Acción,David Fincher,137,8.5,South Korea
577,Schindler's List,1955,Crimen,Ridley Scott,82,6.0,Italy
578,Interstellar,2003,Historia,Hayao Miyazaki,91,4.4,Australia
579,Jurassic Park,2015,Thriller,Quentin Tarantino,167,9.3,USA
580,The Lion King,1994,Acción,George Lucas,108,4.2,France
581,Titanic,1994,Acción,Martin Scorsese,155,7.3,Australia
582,Jurassic Park,2012,Musical,Christopher Nolan,111,6.7,Spain
583,Pulp Fiction,2000,Historia,Martin Scorsese,125,8.9,Australia
584,Interstellar,2015,Comedia,Peter Jackson,96,1.3,South Korea
585,Parasite,1997,Comedia,Ridley Scott,131,4.6,Australia
586,The Lord of the Rings,2002,Comedia,Bong Joon-ho,111,1.4,Australia
587,Interstellar,2018,Comedia,David Fincher,147,2.2,USA
588,Gladiator,2001,Thriller,Christopher Nolan,141,8.2,Australia
589,Titanic,1954,Drama,Wachowski Sisters,86,3.5,Spain
590,Avengers: Endgame,1991,Drama,Christopher Nolan,131,8.5,Italy
591,Spirited Away,1996,Acción,Quentin Tarantino,83,2.9,Australia
592,Schindler's List,1964,Romance,Christopher Nolan,85,1.5,Japan
593,La La Land,1978,Crimen,Wachowski Sisters,114,3.7,Germany
594,Star Wars,1984,Ciencia Ficción,James Cameron,170,4.5,Canada
595,Fight Club,1997,Ciencia Ficción,Christopher Nolan,100,1.2,Australia
596,The Lord of the Rings,2019,Acción,Francis Ford Coppola,94,2.7,Australia
597,Spirited Away,2002,Romance,Ridley Scott,87,5.4,France
598,Parasite,1972,Acción,Peter Jackson,179,8.2,Germany
599,Parasite,1965,Comedia,James Cameron,166,8.9,France
600,The Lion King,1953,Crimen,Bong Joon-ho,132,3.7,Germany
601,Titanic,1985,Musical,Steven Spielberg,132,8.0,Australia
602,The Matrix,2004,Animación,Peter Jackson,81,6.8,South Korea
603,La La Land,1997,Musical,Christopher Nolan,120,1.2,Australia
604,Pulp Fiction,1961,Drama,David Fincher,174,2.2,Germany
605,Star Wars,2012,Historia,Damien Chazelle,166,2.7,South Korea
606,Pulp Fiction,1998,Animación,Martin Scorsese,130,3.8,USA
607,La La Land,2021,Ciencia Ficción,Steven Spielberg,93,8.7,Australia
608,Interstellar,2021,Historia,David Fincher,135,6.2,Australia
609,The Dark Knight,1979,Animación,Ridley Scott,148,2.4,UK
610,Forrest Gump,1987,Crimen,Hayao Miyazaki,166,9.2,France
611,Pulp Fiction,2023,Romance,James Cameron,91,1.7,Italy
612,Jurassic Park,1951,Ciencia Ficción,David Fincher,99,1.5,Spain
613,Fight Club,1983,Historia,Christopher Nolan,110,4.1,Spain
614,Spirited Away,1984,Acción,Bong Joon-ho,150,4.7,South Korea
615,Gladiator,2013,Romance,Damien Chazelle,89,4.8,Australia
616,The Godfather,2007,Animación,Damien Chazelle,129,9.1,Spain
617,The Shawshank Redemption,1997,Crimen,Damien Chazelle,150,1.1,Japan
618,Star Wars,2017,Historia,James Cameron,83,8.8,Canada
619,Forrest Gump,1997,Ciencia Ficción,Peter Jackson,99,2.6,Australia
620,The Lion King,1962,Animación,Wachowski Sisters,117,9.1,Spain
621,The Lion King,1985,Musical,Damien Chazelle,130,3.9,USA
622,The Godfather,2013,Crimen,David Fincher,140,5.7,UK
623,The Godfather,1957,Musical,Bong Joon-ho,128,8.7,Italy
624,Interstellar,2023,Musical,Martin Scorsese,175,2.3,Italy
625,La La Land,2019,Crimen,Bong Joon-ho,87,2.7,France
626,The Lion King,1986,Drama,Wachowski Sisters,139,8.1,Germany
627,The Shawshank Redemption,1989,Thriller,Peter Jackson,158,7.9,Canada
628,The Dark Knight,2004,Crimen,Bong Joon-ho,168,7.8,Canada
629,Fight Club,1983,Romance,Quentin Tarantino,136,5.7,Spain
630,The Shawshank Redemption,2018,Musical,Quentin Tarantino,138,5.9,Canada
631,Parasite,1966,Crimen,Peter Jackson,138,6.4,USA
632,Avengers: Endgame,1998,Crimen,Francis Ford Coppola,89,4.7,Italy
633,The Lord of the Rings,2004,Drama,Quentin Tarantino,163,7.7,France
634,The Shawshank Redemption,1963,Drama,Steven Spielberg,174,9.8,USA
635,The Dark Knight,1974,Romance,Francis Ford Coppola,127,8.9,UK
636,Jurassic Park,1959,Drama,James Cameron,137,4.4,Germany
637,Fight Club,2018,Romance,Damien Chazelle,108,2.6,Spain
638,Schindler's List,1984,Ciencia Ficción,Steven Spielberg,137,1.5,Japan
639,The Dark Knight,1971,Romance,Steven Spielberg,97,3.9,Italy
640,Jurassic Park,1961,Historia,Martin Scorsese,125,1.6,South Korea
641,Spirited Away,1967,Comedia,George Lucas,91,8.1,USA
642,Gladiator,1983,Drama,James Cameron,175,3.3,USA
643,Pulp Fiction,2011,Musical,George Lucas,147,1.3,USA
644,The Shawshank Redemption,1977,Comedia,Quentin Tarantino,129,4.2,South Korea
645,The Lord of the Rings,2004,Drama,James Cameron,175,8.7,Italy
646,Pulp Fiction,1996,Historia,Peter Jackson,116,6.9,UK
647,Avengers: Endgame,1996,Thriller,James Cameron,113,9.7,Spain
648,The Shawshank Redemption,1987,Musical,Steven Spielberg,101,4.8,Spain
649,The Shawshank Redemption,2019,Crimen,Wachowski Sisters,91,6.3,Canada
650,Interstellar,2023,Acción,George Lucas,111,8.1,Japan
651,The Godfather,1967,Historia,Christopher Nolan,142,8.8,France
652,Schindler's List,1996,Crimen,Bong Joon-ho,158,1.3,Japan
653,The Dark Knight,2016,Thriller,David Fincher,164,3.8,USA
654,Jurassic Park,2006,Acción,Hayao Miyazaki,127,2.4,Japan
655,Avengers: Endgame,1956,Thriller,James Cameron,87,6.0,Australia
656,The Matrix,2002,Thriller,Steven Spielberg,159,6.6,Canada
657,Interstellar,1968,Thriller,Francis Ford Coppola,136,8.0,Japan
658,Jurassic Park,1991,Acción,Christopher Nolan,127,1.7,Canada
659,Schindler's List,1954,Ciencia Ficción,James Cameron,135,5.7,UK
660,Fight Club,1969,Crimen,David Fincher,170,3.8,USA
661,Jurassic Park,1993,Ciencia Ficción,Francis Ford Coppola,140,6.4,Italy
662,The Dark Knight,1970,Musical,Peter Jackson,85,3.9,Japan
663,Jurassic Park,1953,Drama,Ridley Scott,122,7.4,Australia
664,Spirited Away,2007,Drama,Steven Spielberg,140,7.0,Australia
665,Jurassic Park,1975,Romance,Martin Scorsese,93,5.1,USA
666,Titanic,1978,Comedia,David Fincher,126,4.5,Germany
667,The Lion King,1951,Drama,Hayao Miyazaki,173,1.2,UK
668,The Dark Knight,1978,Ciencia Ficción,Peter Jackson,98,1.6,Japan
669,The Matrix,1981,Musical,Ridley Scott,118,7.7,South Korea
670,The Lion King,1989,Comedia,Peter Jackson,108,4.8,France
671,Pulp Fiction,2008,Ciencia Ficción,Damien Chazelle,100,4.1,Australia
672,Interstellar,1962,Thriller,Francis Ford Coppola,140,9.3,Japan
673,The Godfather,2009,Musical,Hayao Miyazaki,119,9.4,Italy
674,Gladiator,2009,Ciencia Ficción,Steven Spielberg,82,5.3,Spain
675,La La Land,2019,Drama,Francis Ford Coppola,145,3.7,France
676,Avengers: Endgame,1992,Drama,Peter Jackson,171,1.5,Australia
677,Jurassic Park,1954,Acción,George Lucas,135,2.6,South Korea
678,Star Wars,1984,Musical,Ridley Scott,161,1.4,USA
679,Parasite,2009,Comedia,Francis Ford Coppola,144,9.0,South Korea
680,Pulp Fiction,2012,Drama,Ridley Scott,155,6.3,Germany
681,Titanic,1960,Romance,James Cameron,89,5.0,USA
682,Inception,1952,Historia,Hayao Miyazaki,173,7.5,South Korea
683,The Shawshank Redemption,1974,Ciencia Ficción,George Lucas,127,8.0,Germany
684,The Godfather,2018,Historia,Ridley Scott,142,6.7,UK
685,Gladiator,1991,Thriller,Christopher Nolan,120,9.6,Germany
686,The Lord of the Rings,1991,Historia,James Cameron,120,8.5,Germany
687,The Shawshank Redemption,1976,Ciencia Ficción,Ridley Scott,93,1.4,UK
688,Schindler's List,1984,Musical,Damien Chazelle,85,5.4,France
689,Interstellar,1963,Ciencia Ficción,Francis Ford Coppola,144,4.9,UK
690,The Lord of the Rings,1960,Crimen,George Lucas,94,6.3,Japan
691,Forrest Gump,1990,Comedia,Peter Jackson,139,5.8,Italy
692,Gladiator,1957,Ciencia Ficción,Quentin Tarantino,151,8.4,Germany
693,Parasite,1978,Acción,George Lucas,93,9.8,Italy
694,Jurassic Park,2022,Drama,Martin Scorsese,94,3.1,Spain
695,Fight Club,1984,Thriller,Peter Jackson,84,2.6,Australia
696,Star Wars,1970,Musical,Francis Ford Coppola,130,4.3,France
697,Spirited Away,1970,Animación,Francis Ford Coppola,115,4.3,UK
698,The Dark Knight,2021,Romance,Ridley Scott,124,5.4,Japan
699,Fight Club,2010,Thriller,Quentin Tarantino,162,2.0,Japan
700,Schindler's List,1959,Thriller,Wachowski Sisters,177,4.9,Australia
701,The Lion King,1985,Historia,Hayao Miyazaki,166,2.6,USA
702,The Lion King,1957,Animación,Wachowski Sisters,155,5.0,Germany
703,La La Land,1986,Historia,Peter Jackson,164,3.5,Japan
704,The Godfather,1966,Romance,Quentin Tarantino,132,1.2,France
705,The Lion King,1956,Thriller,George Lucas,100,6.6,Japan
706,Fight Club,1985,Acción,Francis Ford Coppola,157,2.4,Germany
707,Gladiator,2008,Historia,Peter Jackson,149,8.6,Canada
708,Pulp Fiction,2009,Acción,David Fincher,92,2.8,USA
709,Schindler's List,2008,Historia,David Fincher,159,7.4,UK
710,The Lord of the Rings,1997,Musical,Bong Joon-ho,115,9.2,Australia
711,Fight Club,1963,Ciencia Ficción,Damien Chazelle,167,8.7,UK
712,Schindler's List,2021,Acción,Wachowski Sisters,163,7.7,Canada
713,Interstellar,1960,Acción,Wachowski Sisters,162,9.2,Spain
714,La La Land,2005,Animación,Wachowski Sisters,99,3.4,Germany
715,Jurassic Park,2014,Thriller,George Lucas,122,7.0,USA
716,Avengers: Endgame,2007,Musical,Bong Joon-ho,113,10.0,Canada
717,The Lion King,2004,Thriller,James Cameron,162,8.1,Spain
718,The Lion King,1953,Acción,Steven Spielberg,179,8.9,Italy
719,Avengers: Endgame,1961,Historia,Francis Ford Coppola,155,8.2,Italy
720,The Dark Knight,1980,Acción,Peter Jackson,102,2.5,South Korea
721,Forrest Gump,1976,Musical,Damien Chazelle,90,3.1,South Korea
